"Страна";"Дата";"Заражений";"Выздоровлений";"Смертей";"Заражений за день";"Выздоровлений за день";"Смертей за день"
Лихтенштейн;26.04.2022;17126;"";85;21;"";0
Ливия;06.03.2022;497958;"";6299;679;"";11
Непал;14.03.2022;977987;"";11950;50;"";0
Саудовская Аравия;07.02.2022;712644;"";8957;3747;"";3
Сан-Марино;31.01.2022;12884;"";109;422;"";0
Пакистан;19.07.2022;1547795;"";30452;592;"";7
Аргентина;16.02.2022;8783208;"";124765;17034;"";180
Руанда;28.04.2022;129797;"";1459;6;"";0
Никарагуа;21.01.2022;13646;"";219;0;"";0
Россия;23.01.2022;10923494;"";319536;62695;"";667
Бангладеш;31.05.2022;1953507;"";29131;26;"";0
Восточный Тимор;18.05.2022;22890;"";131;0;"";0
Антигуа и Барбуда;19.06.2022;8581;"";140;0;"";0
Самоа;21.02.2022;33;"";0;0;"";0
Сенегал;08.05.2022;86012;"";1966;0;"";0
Филиппины;08.05.2022;3687018;"";60439;150;"";0
ЦАР;27.04.2022;14649;"";113;0;"";0
Молдавия;18.01.2022;393423;"";10462;2681;"";10
Бруней;21.07.2022;193434;"";225;1660;"";0
Боливия;31.05.2022;908862;"";21948;0;"";0
Сент-Винсент и Гренадины;23.03.2022;8330;"";106;0;"";0
Экваториальная Гвинея;19.02.2022;15870;"";182;0;"";0
Гватемала;25.01.2022;673559;"";16285;3070;"";13
Босния и Герцеговина;31.05.2022;377904;"";15788;26;"";1
Андорра;30.04.2022;41349;"";153;0;"";0
Иран;14.04.2022;7202055;"";140744;2194;"";33
Бенин;18.01.2022;26036;"";162;0;"";0
Сингапур;19.04.2022;1167498;"";1317;4718;"";1
Эритрея;01.05.2022;9734;"";103;0;"";0
Багамские острова;01.03.2022;33146;"";771;11;"";0
Румыния;20.05.2022;2905539;"";65644;484;"";4
Греция;16.07.2022;3843142;"";30476;0;"";0
Афганистан;19.02.2022;171931;"";7534;74;"";8
Ирак;29.05.2022;2327908;"";25219;71;"";0
Гвинея;10.06.2022;36817;"";442;0;"";0
Израиль;28.06.2022;4328732;"";10946;12527;"";4
Оман;13.02.2022;365700;"";4208;4701;"";13
Великобритания;07.07.2022;23086445;"";181398;163;"";1
Кабо-Верде;15.07.2022;61776;"";409;0;"";0
Вьетнам;28.03.2022;9274849;"";42358;263376;"";52
Кот-д’Ивуар;07.03.2022;81556;"";795;0;"";0
Малайзия;26.01.2022;2844969;"";31930;4744;"";12
Азербайджан;12.07.2022;793388;"";9717;0;"";0
Чили;27.05.2022;3675085;"";57867;9223;"";16
Сомали;09.07.2022;26865;"";1361;0;"";0
Канада;08.05.2022;3807514;"";39784;2144;"";12
Marshall Islands;14.02.2022;7;"";0;0;"";0
Мадагаскар;14.01.2022;54101;"";1117;0;"";0
Сан-Томе и Принсипи;26.05.2022;5982;"";73;0;"";0
Замбия;07.01.2022;278276;"";3790;4189;"";8
Венгрия;31.03.2022;1851871;"";45470;2654;"";40
Намибия;18.04.2022;158074;"";4022;0;"";0
Перу;21.01.2022;2839519;"";203994;59470;"";126
Ямайка;01.05.2022;129978;"";2962;0;"";0
Кирибати;03.03.2022;2964;"";11;11;"";0
ДР Конго;24.01.2022;84519;"";1278;236;"";0
Южный Судан;09.05.2022;17505;"";138;13;"";0
Португалия;05.01.2022;1499976;"";19029;39570;"";14
Республика Конго;01.07.2022;24128;"";385;0;"";0
Южная Корея;20.05.2022;17938399;"";23911;23442;"";26
Малави;01.07.2022;86534;"";2645;28;"";0
ЮАР;25.05.2022;3941045;"";101043;5284;"";41
Дания;02.06.2022;3184762;"";6421;591;"";4
Тринидад и Тобаго;04.07.2022;167495;"";4013;0;"";0
Словения;15.06.2022;1029415;"";6645;472;"";0
Бразилия;30.04.2022;30448236;"";663736;15194;"";87
Папуа — Новая Гвинея;23.04.2022;43732;"";649;0;"";0
Таджикистан;24.07.2022;17786;"";125;0;"";0
Северная Македония;21.06.2022;313050;"";9322;90;"";0
Китай;13.04.2022;1712330;"";14440;31586;"";62
Армения;15.02.2022;408381;"";8201;1307;"";15
Австрия;08.02.2022;2093012;"";17358;25927;"";19
Кения;10.03.2022;323140;"";5644;11;"";3
Белиз;10.07.2022;64948;"";680;0;"";0
Доминиканская Республика;29.06.2022;605784;"";4383;2528;"";0
Экваториальная Гвинея;13.03.2022;15895;"";183;0;"";0
Сент-Винсент и Гренадины;14.04.2022;8348;"";106;4;"";0
Босния и Герцеговина;22.06.2022;378328;"";15798;27;"";1
Гватемала;04.02.2022;705614;"";16470;3304;"";24
Андорра;10.05.2022;41717;"";153;0;"";0
Молдавия;09.02.2022;474548;"";10837;3024;"";34
Боливия;22.06.2022;917537;"";21952;1445;"";0
Сингапур;28.03.2022;1072005;"";1254;4848;"";4
Бенин;09.02.2022;26498;"";163;0;"";0
Кувейт;05.07.2022;646098;"";2556;1647;"";1
Иран;23.03.2022;7144532;"";139802;1123;"";67
Доминика;28.07.2022;14852;"";68;0;"";0
Руанда;06.02.2022;129141;"";1446;16;"";0
Никарагуа;16.02.2022;13877;"";223;85;"";1
Мозамбик;10.01.2022;210991;"";2096;592;"";11
Бангладеш;22.06.2022;1959209;"";29134;1135;"";1
Аргентина;21.01.2022;7694506;"";118969;118171;"";160
Россия;12.05.2022;17979272;"";369752;4029;"";108
Филиппины;02.05.2022;3686082;"";60410;187;"";13
ЦАР;23.05.2022;14649;"";113;0;"";0
Антигуа и Барбуда;24.05.2022;7982;"";138;0;"";0
Самоа;19.03.2022;60;"";0;0;"";0
Восточный Тимор;22.04.2022;22860;"";130;3;"";0
Сенегал;02.05.2022;86005;"";1966;8;"";-1
Латвия;07.02.2022;453751;"";4960;3646;"";9
Йемен;22.02.2022;11746;"";2124;5;"";1
Ботсвана;20.02.2022;261913;"";2608;0;"";0
Катар;03.06.2022;369526;"";677;221;"";0
Пакистан;27.06.2022;1534603;"";30392;333;"";2
Сан-Марино;06.02.2022;13328;"";109;0;"";0
Гаити;04.01.2022;26213;"";773;157;"";7
Ливия;28.02.2022;494446;"";6261;898;"";11
Лихтенштейн;22.05.2022;17392;"";84;0;"";0
Саудовская Аравия;28.01.2022;675471;"";8931;4474;"";2
Непал;20.02.2022;975559;"";11921;229;"";4
Литва;27.03.2022;1099114;"";8840;2424;"";14
Куба;01.04.2022;1091063;"";8510;778;"";0
Швейцария;21.05.2022;3659937;"";13791;0;"";0
Беларусь;09.07.2022;994037;"";7118;0;"";0
Сент-Китс и Невис;27.07.2022;6442;"";46;7;"";0
Зимбабве;06.02.2022;230402;"";5362;0;"";0
Сирия;21.05.2022;55878;"";3150;1;"";0
Кения;16.05.2022;324046;"";5649;20;"";0
Армения;09.04.2022;422662;"";8620;19;"";1
Австрия;16.04.2022;4075415;"";19480;9977;"";16
Гайана;10.02.2022;62061;"";1188;160;"";0
Korea, North;14.07.2022;1;"";6;0;"";0
Winter Olympics 2022;20.06.2022;535;"";0;0;"";0
Папуа — Новая Гвинея;01.03.2022;41290;"";638;0;"";0
Мьянма;01.04.2022;611674;"";19431;87;"";1
Судно "MS Zaandam";05.06.2022;9;"";2;0;"";0
Бразилия;22.02.2022;28361951;"";645735;103493;"";817
Китай;11.02.2022;160903;"";5703;1559;"";0
Хорватия;31.07.2022;1186739;"";16313;940;"";13
Южная Корея;06.03.2022;4666977;"";9096;210713;"";139
Гана;17.06.2022;163332;"";1445;0;"";0
Южный Судан;17.03.2022;17084;"";138;11;"";0
ДР Конго;26.03.2022;86611;"";1335;0;"";0
Кирибати;25.04.2022;3080;"";13;4;"";0
Габон;25.06.2022;47824;"";305;0;"";0
Буркина-Фасо;23.06.2022;21044;"";387;0;"";0
Грузия;10.03.2022;1631900;"";16485;1970;"";29
Перу;29.03.2022;3546083;"";212179;455;"";22
Монако;12.03.2022;9777;"";51;41;"";0
Намибия;02.02.2022;156044;"";3973;102;"";4
Венгрия;23.01.2022;1401457;"";40822;0;"";0
Эстония;28.05.2022;576047;"";2561;0;"";0
Азербайджан;12.01.2022;622881;"";8480;645;"";9
Малайзия;28.03.2022;4152203;"";34842;14467;"";84
Чад;01.06.2022;7417;"";193;0;"";0
Вьетнам;26.01.2022;2187481;"";37165;15954;"";155
Кот-д’Ивуар;23.05.2022;82070;"";799;26;"";0
Marshall Islands;06.04.2022;7;"";0;0;"";0
Узбекистан;08.04.2022;237994;"";1637;27;"";0
Оман;07.04.2022;388603;"";4253;32;"";0
Кабо-Верде;09.01.2022;50250;"";361;400;"";1
Финляндия;02.07.2022;1145610;"";4875;0;"";0
Лесото;26.07.2022;34040;"";702;0;"";0
Summer Olympics 2020;28.05.2022;865;"";0;0;"";0
Багамские острова;23.04.2022;33463;"";789;17;"";0
Румыния;06.03.2022;2768261;"";63961;3092;"";30
Эритрея;21.02.2022;9689;"";103;2;"";0
Коста-Рика;27.06.2022;904934;"";8525;0;"";0
Ливан;10.07.2022;1125720;"";10477;4666;"";4
Зимбабве;14.04.2022;247208;"";5462;48;"";2
Сирия;05.03.2022;54963;"";3092;69;"";3
Куба;22.01.2022;1018604;"";8358;3401;"";5
Швейцария;05.03.2022;2890568;"";13174;0;"";1
Литва;27.01.2022;659556;"";7821;12793;"";12
Сан-Марино;14.04.2022;15874;"";114;47;"";0
Саудовская Аравия;22.03.2022;749855;"";9032;125;"";2
Непал;06.05.2022;978914;"";11952;15;"";0
Нидерланды;25.01.2022;4151652;"";21747;59113;"";14
Лихтенштейн;08.03.2022;13222;"";79;27;"";1
Гаити;20.07.2022;32131;"";838;28;"";1
Ливия;28.04.2022;501904;"";6430;0;"";0
Суринам;06.06.2022;80547;"";1350;0;"";0
Ботсвана;06.05.2022;306200;"";2690;0;"";0
Йемен;30.04.2022;11818;"";2149;0;"";0
Гамбия;01.04.2022;11988;"";365;0;"";0
Бурунди;17.06.2022;42398;"";38;13;"";0
ЦАР;07.03.2022;14320;"";113;0;"";0
Филиппины;24.02.2022;3657342;"";56165;1633;"";188
Япония;17.04.2022;7371466;"";29025;39205;"";27
Сенегал;24.02.2022;85637;"";1960;18;"";0
Ирландия;11.06.2022;1570519;"";7416;0;"";0
Польша;14.07.2022;6027974;"";116468;1840;"";4
Восточный Тимор;02.03.2022;22732;"";129;39;"";1
Самоа;11.05.2022;11045;"";23;119;"";1
Сальвадор;18.06.2022;164134;"";4137;0;"";1
Мозамбик;18.07.2022;229077;"";2215;39;"";0
Никарагуа;08.04.2022;14306;"";231;0;"";0
Аргентина;29.03.2022;9032162;"";127970;3432;"";27
Бенин;11.04.2022;26952;"";163;0;"";0
Сингапур;26.01.2022;327602;"";850;4832;"";0
Мальта;18.05.2022;93758;"";716;76;"";2
Иран;31.01.2022;6373174;"";132454;28995;"";30
Швеция;12.07.2022;2523404;"";19144;0;"";0
Панама;12.06.2022;891349;"";8299;1389;"";1
Гватемала;20.04.2022;839416;"";17457;898;"";12
Андорра;20.03.2022;39234;"";153;0;"";0
Тунис;25.05.2022;1042935;"";28636;573;"";4
Экваториальная Гвинея;13.05.2022;15910;"";183;0;"";0
Сент-Винсент и Гренадины;06.02.2022;8035;"";99;0;"";0
Молдавия;11.04.2022;515488;"";11470;43;"";8
Израиль;04.01.2022;1411798;"";8247;6882;"";0
Сербия;16.06.2022;2021601;"";16105;337;"";0
Финляндия;24.07.2022;1171034;"";5012;0;"";0
Summer Olympics 2020;07.01.2022;865;"";0;0;"";0
Коста-Рика;19.07.2022;904934;"";8525;0;"";0
Эритрея;19.03.2022;9723;"";103;0;"";0
Румыния;28.02.2022;2733484;"";63414;4757;"";61
Багамские острова;19.05.2022;34060;"";810;49;"";9
Marshall Islands;31.03.2022;7;"";0;0;"";0
Кот-д’Ивуар;27.04.2022;81913;"";799;4;"";0
Вьетнам;01.02.2022;2286750;"";37777;11023;"";0
Чад;11.06.2022;7418;"";193;0;"";0
Малайзия;19.04.2022;4402234;"";35449;6069;"";12
Узбекистан;18.02.2022;234872;"";1614;272;"";2
Оман;01.04.2022;388343;"";4250;0;"";0
Габон;21.07.2022;48289;"";306;0;"";0
Тринидад и Тобаго;14.01.2022;99780;"";3156;853;"";22
Буркина-Фасо;28.05.2022;20899;"";384;0;"";0
Грузия;27.03.2022;1646316;"";16708;357;"";4
Гана;26.05.2022;161370;"";1445;0;"";0
Республика Конго;01.01.2022;20089;"";367;0;"";0
Южная Корея;28.02.2022;3273449;"";8170;138993;"";112
Кирибати;17.05.2022;3094;"";13;1;"";0
ДР Конго;21.04.2022;87023;"";1337;0;"";0
Южный Судан;23.02.2022;16946;"";137;6;"";0
Монако;25.03.2022;10490;"";54;59;"";0
Эстония;23.06.2022;579316;"";2588;0;"";0
Перу;08.04.2022;3550791;"";212438;551;"";18
Уганда;23.06.2022;167217;"";3618;95;"";0
Венгрия;14.02.2022;1717072;"";42631;21081;"";271
Намибия;27.01.2022;155623;"";3947;121;"";10
Доминиканская Республика;03.01.2022;424809;"";4251;2856;"";2
Люксембург;26.06.2022;258467;"";1088;0;"";0
Кения;24.04.2022;323709;"";5649;13;"";0
Белиз;08.01.2022;35802;"";605;0;"";0
Австрия;21.03.2022;3499819;"";18559;37709;"";34
Армения;30.03.2022;422498;"";8611;14;"";0
Гайана;02.05.2022;63484;"";1228;2;"";0
Китай;16.01.2022;149421;"";5700;325;"";0
Мьянма;13.03.2022;605347;"";19409;487;"";3
Судно "MS Zaandam";15.06.2022;9;"";2;0;"";0
Папуа — Новая Гвинея;11.03.2022;41533;"";639;0;"";0
Бразилия;20.03.2022;29637814;"";657495;13379;"";106
Турция;17.06.2022;15085742;"";98996;0;"";0
Иран;06.02.2022;6579266;"";132830;35429;"";85
Сингапур;01.02.2022;359075;"";858;6264;"";3
Мальта;25.01.2022;66394;"";536;323;"";2
Бенин;05.04.2022;26952;"";163;0;"";0
Молдавия;05.04.2022;514428;"";11452;206;"";3
Андорра;22.02.2022;37820;"";151;231;"";1
Гватемала;25.03.2022;823145;"";17274;1311;"";7
Сент-Винсент и Гренадины;31.01.2022;7903;"";94;-1544;"";1
Экваториальная Гвинея;07.05.2022;15910;"";183;0;"";0
Тунис;20.06.2022;1044426;"";28655;0;"";0
Ирландия;01.06.2022;1565970;"";7381;4338;"";77
Сенегал;18.03.2022;85820;"";1964;2;"";0
Япония;25.02.2022;4819151;"";23069;65593;"";278
Самоа;01.05.2022;9592;"";19;0;"";0
Восточный Тимор;12.03.2022;22789;"";129;5;"";0
ЦАР;25.02.2022;14187;"";113;0;"";0
Филиппины;18.03.2022;3673201;"";57999;540;"";119
Аргентина;08.04.2022;9051243;"";128194;1993;"";36
Мозамбик;08.07.2022;228562;"";2214;83;"";0
Сальвадор;27.05.2022;162755;"";4131;0;"";0
Никарагуа;29.03.2022;14222;"";229;0;"";0
Непал;12.05.2022;978982;"";11952;4;"";0
Саудовская Аравия;17.04.2022;752572;"";9069;93;"";1
Гаити;28.06.2022;31470;"";837;60;"";0
Ливия;20.05.2022;501954;"";6430;0;"";0
Суринам;16.06.2022;80766;"";1355;0;"";0
Лихтенштейн;26.02.2022;11752;"";78;81;"";0
Пакистан;05.01.2022;1299848;"";28955;1085;"";5
Сан-Марино;23.03.2022;15079;"";112;45;"";0
Нидерланды;18.05.2022;8171992;"";22907;1589;"";1
Бурунди;26.05.2022;41927;"";38;0;"";0
Гамбия;13.03.2022;11963;"";365;0;"";0
Йемен;10.05.2022;11819;"";2149;0;"";0
Ботсвана;12.05.2022;306324;"";2690;0;"";0
Сирия;27.02.2022;54480;"";3071;100;"";3
Италия;15.06.2022;17736696;"";167553;32809;"";48
Ливан;16.07.2022;1138458;"";10487;2893;"";2
Зимбабве;23.03.2022;244958;"";5432;273;"";3
Беларусь;09.01.2022;708291;"";5712;577;"";13
Литва;02.02.2022;730245;"";7925;14771;"";20
Швейцария;27.02.2022;2765218;"";13080;0;"";-2
Куба;13.02.2022;1060732;"";8472;898;"";5
Южный Судан;01.08.2022;17733;"";138;0;"";0
Венесуэла;07.06.2022;523969;"";5722;32;"";0
Португалия;19.04.2022;3909157;"";22088;3277;"";95
Малави;30.01.2022;84420;"";2558;31;"";1
Шри-Ланка;25.02.2022;643072;"";16142;1286;"";26
Индонезия;15.01.2022;4270794;"";144167;1054;"";4
Коморские острова;02.06.2022;8126;"";160;6;"";0
Барбадос;07.06.2022;81622;"";463;104;"";0
Испания;02.06.2022;12360256;"";106493;0;"";0
Судно "Diamond Princess";31.01.2022;712;"";13;0;"";0
Западный берег реки Иордан;03.03.2022;649110;"";5542;1071;"";10
Мексика;24.04.2022;5733785;"";324129;357;"";9
Казахстан;02.07.2022;1396044;"";19018;0;"";0
Мали;21.03.2022;30454;"";727;1;"";0
Хорватия;18.03.2022;1081336;"";15410;1939;"";18
Косово и Метохия;12.03.2022;226845;"";3124;32;"";0
Камерун;03.07.2022;120068;"";1931;0;"";0
Судан;19.04.2022;62079;"";4929;22;"";0
Египет;31.03.2022;505264;"";24417;0;"";0
Ангола;24.04.2022;99287;"";1900;0;"";0
Колумбия;04.02.2022;5943783;"";135282;13390;"";239
Греция;14.02.2022;2194453;"";24836;20360;"";82
Гренада;06.04.2022;14024;"";218;0;"";0
Джибути;10.05.2022;15631;"";189;0;"";0
Афганистан;03.06.2022;180584;"";7708;64;"";0
Марокко;08.01.2022;997121;"";14904;7064;"";8
Парагвай;19.04.2022;648682;"";18786;236;"";52
Гондурас;22.04.2022;422275;"";10892;0;"";0
Гвинея;14.03.2022;36435;"";440;8;"";0
Сент-Люсия;30.01.2022;20909;"";326;111;"";0
США;27.02.2022;79012802;"";947661;18218;"";223
Нигерия;12.04.2022;255663;"";3142;30;"";0
Соломоновы острова;13.01.2022;25;"";0;0;"";0
Исландия;03.02.2022;72136;"";47;1415;"";0
Черногория;03.04.2022;233326;"";2705;61;"";0
Великобритания;20.01.2022;15717846;"";153710;108154;"";334
Монголия;11.04.2022;920004;"";2108;15;"";0
Сомали;22.01.2022;24322;"";1335;0;"";0
Эквадор;22.05.2022;874599;"";35617;990;"";4
Мадагаскар;12.04.2022;64089;"";1390;0;"";0
Сейшельские острова;15.06.2022;44397;"";167;0;"";0
Замбия;21.04.2022;318984;"";3974;344;"";1
Латвия;25.07.2022;855249;"";5879;2566;"";0
Того;07.02.2022;36605;"";269;12;"";1
Нигер;20.01.2022;8503;"";295;31;"";1
Лаос;09.06.2022;210129;"";756;21;"";0
Новая Зеландия;26.01.2022;15844;"";52;97;"";0
Antarctica;01.06.2022;11;"";0;0;"";0
Бельгия;03.05.2022;4071279;"";31494;0;"";0
ОАЭ;25.03.2022;889456;"";2302;348;"";0
Чехия;26.05.2022;3919344;"";40280;246;"";0
Иордания;19.05.2022;1696359;"";14066;0;"";0
Мавритания;10.05.2022;58778;"";982;21;"";0
Фиджи;05.04.2022;64425;"";834;0;"";0
Танзания;20.06.2022;35354;"";840;0;"";0
Сент-Китс и Невис;12.05.2022;5600;"";43;4;"";0
Эфиопия;25.03.2022;469604;"";7491;60;"";0
Сьерра-Леоне;27.06.2022;7694;"";125;0;"";0
Албания;25.03.2022;273318;"";3490;61;"";1
Micronesia;19.07.2022;38;"";0;0;"";0
Бруней;23.04.2022;141014;"";218;141;"";0
Алжир;05.04.2022;265699;"";6874;5;"";0
Гвинея-Бисау;30.04.2022;8202;"";171;0;"";0
Камбоджа;05.06.2022;136262;"";3056;0;"";0
Словакия;09.06.2022;2544255;"";20109;262;"";2
Кувейт;18.01.2022;475303;"";2479;4825;"";2
Вануату;22.02.2022;15;"";1;0;"";0
Либерия;28.02.2022;7384;"";294;24;"";4
Руанда;24.07.2022;132057;"";1466;13;"";0
Маврикий;14.07.2022;233082;"";1008;0;"";0
Таиланд;24.06.2022;4509541;"";30559;2313;"";16
Франция;20.06.2022;30381221;"";150145;101981;"";67
Доминика;13.05.2022;12685;"";63;0;"";0
Бутан;14.06.2022;59644;"";21;0;"";0
Германия;05.03.2022;15674100;"";124051;192210;"";255
Эсватини;10.01.2022;67373;"";1341;79;"";5
Кипр;28.06.2022;504717;"";1072;0;"";0
Исландия;24.01.2022;58409;"";44;3830;"";0
США;05.03.2022;79326862;"";957449;14913;"";306
Великобритания;15.05.2022;22361251;"";177905;47;"";1
Черногория;19.03.2022;232117;"";2696;79;"";0
Нигерия;02.04.2022;255468;"";3142;0;"";0
Сомали;13.05.2022;26518;"";1361;0;"";0
Сейшельские острова;05.06.2022;44145;"";167;0;"";0
Замбия;01.03.2022;312970;"";3953;220;"";1
Канада;06.07.2022;3976097;"";42045;1035;"";39
Эквадор;26.04.2022;868285;"";35581;0;"";0
Монголия;05.04.2022;919625;"";2108;81;"";0
Мадагаскар;22.02.2022;63433;"";1350;0;"";0
Египет;14.03.2022;495373;"";24277;0;"";0
Колумбия;25.01.2022;5780910;"";132737;19512;"";260
Джибути;30.04.2022;15611;"";189;0;"";0
Гренада;31.03.2022;14012;"";218;14;"";0
Камерун;13.07.2022;120068;"";1931;0;"";0
Судан;28.03.2022;61916;"";4902;27;"";1
Косово и Метохия;02.03.2022;226392;"";3116;83;"";1
Ангола;02.02.2022;98267;"";1895;41;"";0
Греция;06.05.2022;3353886;"";29349;5130;"";34
Гондурас;18.05.2022;424771;"";10896;0;"";0
Афганистан;09.01.2022;158381;"";7373;72;"";4
Сент-Люсия;05.02.2022;21513;"";341;114;"";8
Парагвай;28.03.2022;647950;"";18664;44;"";0
Гвинея;31.03.2022;36459;"";440;0;"";0
Болгария;04.01.2022;757710;"";31237;6252;"";157
Западный берег реки Иордан;09.03.2022;652763;"";5588;465;"";5
Судно "Diamond Princess";06.02.2022;712;"";13;0;"";0
Коморские острова;12.06.2022;8131;"";160;0;"";0
Барбадос;13.06.2022;82318;"";468;63;"";1
Испания;12.06.2022;12478994;"";107108;0;"";0
Хорватия;24.02.2022;1049667;"";14964;2559;"";22
Мали;16.04.2022;30651;"";729;18;"";0
Казахстан;24.07.2022;1422966;"";19020;4725;"";0
Мексика;16.05.2022;5752441;"";324617;6789;"";152
Ямайка;13.07.2022;144213;"";3161;75;"";3
Португалия;03.03.2022;3408227;"";21141;10468;"";30
Шри-Ланка;07.03.2022;650802;"";16339;662;"";8
Венесуэла;13.06.2022;524321;"";5724;30;"";0
Малави;21.05.2022;85929;"";2638;11;"";1
Сенегал;31.07.2022;87386;"";1968;44;"";0
Таиланд;29.05.2022;4442648;"";29972;3649;"";24
Маврикий;04.07.2022;231036;"";1004;0;"";0
Россия;10.07.2022;18192863;"";373859;3364;"";38
Филиппины;31.07.2022;3776627;"";60727;4159;"";8
Франция;25.05.2022;29605758;"";149095;22142;"";51
Кипр;20.07.2022;545896;"";1086;0;"";0
Доминика;07.05.2022;12386;"";63;0;"";0
Украина;14.01.2022;3919151;"";104521;10682;"";154
Германия;27.02.2022;14682758;"";122678;107913;"";57
Бутан;08.06.2022;59636;"";21;0;"";0
Гвинея-Бисау;10.05.2022;8215;"";171;0;"";0
Бруней;03.02.2022;16691;"";98;0;"";0
Камбоджа;15.06.2022;136262;"";3056;0;"";0
Алжир;11.04.2022;265727;"";6874;3;"";0
Словакия;03.06.2022;2543160;"";20103;190;"";2
Либерия;06.03.2022;7384;"";294;0;"";0
Вануату;20.03.2022;753;"";1;273;"";0
Кувейт;09.05.2022;631898;"";2555;0;"";0
Иордания;23.04.2022;1695432;"";14059;0;"";0
Бельгия;09.05.2022;4102082;"";31580;13746;"";28
ОАЭ;20.04.2022;896141;"";2302;249;"";0
Чехия;17.06.2022;3925168;"";40307;439;"";0
Мавритания;17.01.2022;55395;"";909;404;"";1
Албания;20.04.2022;274606;"";3496;71;"";0
Эфиопия;20.04.2022;470352;"";7510;47;"";1
Сьерра-Леоне;19.07.2022;7725;"";125;3;"";0
Сент-Китс и Невис;06.05.2022;5583;"";43;13;"";0
Австралия;02.01.2022;492563;"";2266;29608;"";9
Micronesia;27.06.2022;38;"";0;0;"";0
Фиджи;11.04.2022;64499;"";834;7;"";0
Танзания;25.05.2022;35354;"";840;0;"";0
Новая Зеландия;01.02.2022;16819;"";52;197;"";0
Лаос;03.06.2022;210061;"";756;16;"";0
Нигер;15.02.2022;8724;"";303;12;"";0
Antarctica;11.06.2022;11;"";0;0;"";0
Того;28.01.2022;36469;"";267;17;"";0
Шри-Ланка;23.05.2022;663765;"";16512;7;"";0
Индонезия;03.07.2022;6093917;"";156749;1614;"";4
Палау;30.05.2022;5043;"";6;0;"";0
Уганда;11.03.2022;163529;"";3594;16;"";1
Хорватия;02.05.2022;1123029;"";15843;47;"";8
Люксембург;25.01.2022;144781;"";945;1714;"";0
Winter Olympics 2022;21.03.2022;535;"";0;0;"";0
Мексика;10.03.2022;5591871;"";320607;7878;"";199
Korea, North;30.04.2022;0;"";0;0;"";0
Мали;08.02.2022;30227;"";715;12;"";0
Судно "Diamond Princess";14.04.2022;712;"";13;0;"";0
Болгария;20.07.2022;1190644;"";37313;1644;"";6
Западный берег реки Иордан;17.05.2022;657456;"";5659;127;"";2
Мьянма;09.06.2022;613415;"";19434;10;"";0
Сент-Люсия;15.04.2022;23050;"";365;0;"";0
Лесото;26.04.2022;32968;"";697;0;"";0
Сербия;20.03.2022;1955280;"";15687;1383;"";11
Гондурас;12.03.2022;416729;"";10834;2015;"";22
Марокко;10.07.2022;1241967;"";16156;1120;"";5
Парагвай;26.01.2022;554182;"";17112;5930;"";58
Summer Olympics 2020;21.04.2022;865;"";0;0;"";0
Гренада;23.01.2022;11344;"";205;154;"";0
Джибути;22.02.2022;15542;"";189;0;"";0
Киргизия;05.06.2022;200993;"";2991;0;"";0
Колумбия;25.03.2022;6082943;"";139544;366;"";13
Косово и Метохия;22.04.2022;227935;"";3138;14;"";0
Камерун;15.01.2022;109666;"";1853;0;"";0
Судан;26.01.2022;56595;"";3411;762;"";0
Монголия;18.01.2022;747322;"";2016;5640;"";3
Эквадор;26.02.2022;827760;"";35223;0;"";0
Папский Престол;19.06.2022;29;"";0;0;"";0
Исландия;26.03.2022;178385;"";97;0;"";0
Узбекистан;02.06.2022;239059;"";1637;13;"";0
Нигерия;17.01.2022;251178;"";3110;249;"";7
Соломоновы острова;05.07.2022;21544;"";153;0;"";0
Малави;27.07.2022;87323;"";2663;37;"";2
Уругвай;24.06.2022;951948;"";7312;0;"";0
США;21.05.2022;83345615;"";1004237;26907;"";74
Норвегия;24.05.2022;1431991;"";3094;294;"";0
Ботсвана;27.07.2022;325181;"";2763;0;"";0
Непал;27.07.2022;984893;"";11960;418;"";1
Гамбия;09.06.2022;12002;"";365;0;"";0
Нигер;09.04.2022;8822;"";308;0;"";0
Новая Зеландия;19.04.2022;854948;"";585;19858;"";0
Индия;03.06.2022;43172547;"";524677;3962;"";26
Того;22.03.2022;36896;"";272;14;"";0
Австралия;26.07.2022;9235196;"";11386;49460;"";86
Эфиопия;04.02.2022;466289;"";7355;163;"";2
Сьерра-Леоне;05.01.2022;7308;"";123;40;"";0
Сент-Китс и Невис;20.02.2022;5523;"";42;0;"";0
Албания;04.02.2022;263172;"";3371;1932;"";9
Фиджи;09.02.2022;63398;"";816;42;"";3
Италия;19.03.2022;13800179;"";157692;75768;"";85
Мальдивы;20.06.2022;180384;"";300;405;"";1
Иордания;01.03.2022;1638228;"";13849;6520;"";14
Бельгия;17.03.2022;3696059;"";30510;12275;"";18
ОАЭ;04.02.2022;853651;"";2258;2114;"";5
Либерия;20.05.2022;7455;"";294;0;"";0
Вануату;10.05.2022;8063;"";14;7;"";0
Турция;05.03.2022;14326217;"";95379;32389;"";174
Швеция;02.05.2022;2500917;"";18772;0;"";0
Мальта;26.06.2022;101036;"";740;442;"";0
Панама;29.03.2022;763933;"";8168;325;"";1
Гвинея-Бисау;20.03.2022;8113;"";169;0;"";0
Алжир;09.02.2022;259673;"";6678;585;"";11
Япония;24.05.2022;8665068;"";30378;32290;"";42
Кипр;04.01.2022;183178;"";646;5457;"";5
