"Страна";"Дата";"Заражений";"Выздоровлений";"Смертей";"Заражений за день";"Выздоровлений за день";"Смертей за день"
Индия;27.01.2021;10701193;10373606;153847;11666;14301;123
Уганда;22.04.2021;41529;40898;341;54;0;0
Сан-Марино;05.04.2021;4864;4170;85;59;0;1
Швеция;13.11.2021;1182471;"";15082;0;"";0
Пакистан;29.07.2021;1024861;938843;23295;4537;1489;86
Панама;17.12.2021;482677;"";7398;853;"";4
Катар;07.09.2021;233928;"";604;172;"";1
Бурунди;08.06.2021;4925;773;8;0;0;0
Ботсвана;22.03.2021;37559;32550;485;2066;1422;27
Грузия;17.06.2021;356920;342720;5114;741;945;18
Йемен;20.03.2021;3278;1530;737;61;1;4
Мьянма;29.07.2021;289333;202235;8552;5234;4241;342
Сирия;20.09.2021;30913;"";2136;204;"";9
Мальдивы;12.01.2021;14218;13402;49;59;37;0
Либерия;08.12.2021;5832;"";287;3;"";0
Вануату;06.12.2021;6;"";1;0;"";0
Ливан;26.05.2021;539271;513884;7697;280;635;7
Зимбабве;05.04.2021;36934;34758;1525;11;10;0
Польша;15.11.2021;3214023;"";78879;9508;"";12
Австралия;09.02.2021;28871;22844;909;11;7;0
Куба;09.11.2021;956919;"";8270;467;"";5
Швейцария;20.09.2021;827111;"";11015;4033;"";15
Литва;29.10.2021;404691;"";5818;3392;"";38
Гайана;12.05.2021;14659;12551;331;128;108;0
Korea, North;25.10.2021;0;"";0;0;"";0
Winter Olympics 2022;15.09.2021;0;"";0;0;"";0
Люксембург;14.03.2021;57503;53941;681;0;0;0
Беларусь;02.08.2021;447754;441961;3472;756;592;8
Австрия;29.04.2021;609412;582575;12385;2272;2245;24
Армения;22.04.2021;211399;191158;3969;881;887;25
Сент-Люсия;21.12.2021;13177;"";295;11;"";2
Кения;26.03.2021;128178;91513;2098;2008;245;6
Белиз;10.07.2021;13518;12848;330;0;0;0
Доминиканская Республика;17.07.2021;337147;278707;3915;454;729;5
Болгария;21.02.2021;236666;200252;9854;227;114;15
Бразилия;15.09.2021;21038911;"";588879;13276;"";801
Судно "MS Zaandam";18.06.2021;9;7;2;0;0;0
Папуа — Новая Гвинея;22.09.2021;19182;"";217;113;"";5
Италия;18.09.2021;4632275;"";130284;4576;"";51
Таджикистан;24.07.2021;14923;14022;117;78;58;0
Косово и Метохия;14.12.2021;161216;"";2988;8;"";1
Северная Македония;26.08.2021;172657;"";5782;1081;"";27
Китай;07.11.2021;138583;"";5696;123;"";0
Кирибати;05.03.2021;0;0;0;0;0;0
Гамбия;12.06.2021;6008;5813;180;0;0;0
ДР Конго;08.04.2021;28474;25841;745;64;0;0
Сербия;21.12.2021;1284757;"";12461;2296;"";60
Южный Судан;08.10.2021;12104;"";130;0;"";0
Гана;30.06.2021;95914;93444;796;272;156;1
Республика Конго;19.07.2021;12998;11759;174;65;0;2
Южная Корея;27.09.2021;305842;"";2464;2289;"";8
Тринидад и Тобаго;12.07.2021;34822;27962;941;57;174;4
Дания;13.08.2021;330236;"";2560;1056;"";3
ЮАР;21.08.2021;2680225;"";79251;13261;"";268
Буркина-Фасо;06.07.2021;13494;13313;168;0;0;0
Словения;05.09.2021;270307;"";4455;317;"";0
Габон;05.05.2021;23201;19740;140;0;0;0
Венгрия;19.10.2021;837248;"";30418;859;"";16
Палау;05.01.2021;0;0;0;0;0;0
Намибия;29.10.2021;128886;"";3552;6;"";2
Перу;11.04.2021;1647694;1566543;151887;7927;8764;1036
Эстония;10.06.2021;130364;125356;1266;54;165;1
Индонезия;04.02.2021;1123105;917306;31001;11434;11641;231
Нидерланды;13.08.2021;1932083;"";18204;2588;"";8
США;15.11.2021;47253044;"";762596;134079;"";1304
Россия;02.02.2021;3842145;3304311;72982;16406;21680;526
Кот-д’Ивуар;02.04.2021;44445;41281;250;556;1027;6
Вьетнам;22.10.2021;881522;"";21543;3985;"";56
Шри-Ланка;13.11.2021;549500;"";13972;716;"";22
Норвегия;11.01.2021;55903;17998;478;429;0;6
Уругвай;14.01.2021;29989;21685;280;1514;952;5
Чад;14.06.2021;4943;4767;174;1;0;0
Малайзия;10.04.2021;359117;342736;1321;1510;1248;8
Азербайджан;05.08.2021;348074;"";5043;1196;"";4
Чили;23.08.2021;1634394;"";36688;578;"";38
Соломоновы острова;02.02.2021;17;10;0;0;0;0
Люксембург;29.11.2021;89010;"";874;902;"";8
Папский Престол;17.01.2021;27;15;0;0;0;0
Marshall Islands;19.04.2021;4;4;0;0;0;0
Сан-Томе и Принсипи;24.08.2021;2546;"";37;22;"";0
Япония;28.06.2021;796383;763208;14712;1001;1452;38
Оман;20.04.2021;182693;162656;1909;1263;986;19
Польша;01.04.2021;2356970;1882179;53665;35253;20254;620
Кабо-Верде;02.08.2021;33830;33068;298;8;32;0
Хорватия;04.12.2021;628241;"";11150;4465;"";54
Финляндия;12.05.2021;89548;46000;942;215;0;1
Панама;03.05.2021;365299;355187;6244;195;213;6
Ирак;17.08.2021;1793372;"";19815;8778;"";75
Израиль;22.07.2021;856986;840610;6457;1434;750;3
Эритрея;14.09.2021;6661;"";40;4;"";0
Западный берег реки Иордан;19.11.2021;457950;"";4770;221;"";3
Багамские острова;03.03.2021;8573;7398;181;54;89;2
Судно "Diamond Princess";22.12.2021;712;"";13;0;"";0
Румыния;27.09.2021;1199761;"";36450;5655;"";109
Марокко;30.01.2021;470691;448628;8259;701;762;13
Турция;16.09.2021;6767008;"";60903;28118;"";262
Швеция;30.03.2021;796445;0;13430;16427;0;28
Мальта;28.05.2021;30526;30041;419;6;5;0
Коста-Рика;07.05.2021;265486;212525;3365;2392;1482;24
Уганда;30.12.2021;139079;"";3291;1742;"";4
Вануату;26.11.2021;6;"";1;0;"";0
Либерия;16.11.2021;5818;"";287;0;"";0
Зимбабве;27.04.2021;38164;35480;1565;62;331;5
Ливан;20.05.2021;537437;505348;7658;394;1574;7
Мьянма;12.06.2021;145230;132830;3241;166;65;2
Сирия;26.09.2021;32973;"";2207;393;"";9
Мальдивы;18.01.2021;14582;13566;49;69;26;0
Литва;23.10.2021;387091;"";5610;3307;"";22
Швейцария;26.09.2021;833385;"";11043;0;"";0
Куба;18.10.2021;936809;"";8079;1844;"";21
Беларусь;11.07.2021;427906;421305;3257;1020;1220;10
Winter Olympics 2022;25.04.2021;0;0;0;0;0;0
Люксембург;12.11.2021;84248;"";855;179;"";1
Гайана;29.08.2021;25323;"";611;356;"";2
Korea, North;01.04.2021;0;0;0;0;0;0
Австралия;15.02.2021;28905;22866;909;5;2;0
Индия;01.01.2021;10305788;9929568;149218;19079;46107;224
Пакистан;23.07.2021;1000034;923472;22939;0;0;0
Монако;03.08.2021;2926;2744;33;29;15;0
Сан-Марино;27.04.2021;5058;4880;90;3;20;0
Турция;24.12.2021;9266516;"";81258;18910;"";133
Канада;29.01.2021;776006;701306;19802;4688;5728;137
Германия;07.12.2021;6222020;"";103520;36059;"";399
Гаити;30.05.2021;14258;12528;307;130;0;5
Ливия;08.03.2021;139658;126878;2288;1018;1036;15
Лихтенштейн;29.09.2021;3556;"";58;0;"";0
Суринам;19.06.2021;19748;15164;454;172;197;11
Уганда;10.09.2021;121166;"";3085;176;"";11
Непал;16.03.2021;275424;271495;3014;114;94;0
Саудовская Аравия;04.04.2021;392682;379816;6697;673;504;7
Йемен;10.03.2021;2627;1452;661;41;1;7
Ботсвана;16.03.2021;34999;29916;447;0;0;0
Грузия;01.08.2021;422188;384712;5853;2654;2319;33
Бурунди;30.06.2021;5452;773;8;24;0;0
Катар;16.08.2021;229428;"";601;260;"";0
Филиппины;17.09.2021;2324475;"";36328;20283;"";310
ЦАР;28.09.2021;11371;"";100;0;"";0
Узбекистан;07.07.2021;114039;109676;758;471;327;4
Антигуа и Барбуда;22.08.2021;1490;"";43;0;"";0
Италия;22.12.2021;5472469;"";136077;36326;"";146
Самоа;21.03.2021;3;2;0;0;0;0
Восточный Тимор;23.09.2021;19264;"";109;58;"";1
Ирландия;24.06.2021;270097;23364;4989;304;0;0
Сенегал;17.09.2021;73588;"";1842;26;"";1
Тонга;16.01.2021;0;0;0;0;0;0
Бахрейн;16.01.2021;97268;94039;358;248;313;1
Украина;27.02.2021;1389570;1210919;27306;8297;5036;160
Сальвадор;01.07.2021;78766;72572;2387;0;0;6
Никарагуа;21.04.2021;5450;4225;181;43;0;1
Мозамбик;28.05.2021;70697;69232;835;24;5;1
Новая Зеландия;17.12.2021;13368;"";43;49;"";0
Ямайка;23.02.2021;21826;13046;405;147;58;6
Бангладеш;25.08.2021;1477930;"";25627;4966;"";114
Нигер;27.12.2021;7289;"";274;18;"";0
Эсватини;01.02.2021;15804;10650;574;93;172;9
Аргентина;11.04.2021;2532562;2233140;57779;15262;15357;132
Сингапур;22.10.2021;165663;"";294;3637;"";14
Бенин;24.04.2021;7720;7510;97;0;0;0
Иран;27.10.2021;5888100;"";125716;10644;"";197
Сербия;19.09.2021;865686;"";7770;5255;"";37
Сент-Винсент и Гренадины;02.11.2021;5012;"";69;17;"";1
Экваториальная Гвинея;23.03.2021;6780;6244;101;0;0;0
Лесото;20.03.2021;10535;3922;309;0;0;0
Тунис;07.06.2021;356750;312979;13027;1018;1639;47
Андорра;11.10.2021;15307;"";130;16;"";0
Босния и Герцеговина;25.08.2021;211059;"";9758;617;"";8
Гватемала;03.05.2021;228871;206217;7578;187;852;20
Молдавия;24.04.2021;248898;236774;5709;380;809;18
Summer Olympics 2020;12.04.2021;0;0;0;0;0;0
Боливия;25.08.2021;488403;"";18350;682;"";20
Сан-Марино;28.10.2021;5540;"";92;6;"";0
Пакистан;12.05.2021;870703;776315;19336;3265;4623;126
Лихтенштейн;29.03.2021;2743;2562;56;6;9;0
Мавритания;25.08.2021;32486;"";684;266;"";3
Гаити;25.07.2021;19762;12961;523;0;0;0
Ливия;24.09.2021;335991;"";4588;936;"";19
Панама;01.01.2021;249733;197928;4064;2943;2790;42
Суринам;14.08.2021;26539;"";680;106;"";4
Саудовская Аравия;21.10.2021;548111;"";8773;46;"";3
Непал;16.09.2021;781989;"";11002;1165;"";11
Antarctica;22.01.2021;0;0;0;0;0;0
Доминика;04.12.2021;6120;"";39;0;"";0
Ботсвана;16.09.2021;172252;"";2343;6608;"";6
Швеция;04.02.2021;584674;0;12028;3758;0;89
Йемен;10.09.2021;8306;"";1561;39;"";12
Катар;21.06.2021;220930;218435;583;130;191;0
Бурунди;25.08.2021;11381;"";38;590;"";0
Ливан;15.07.2021;549427;534937;7882;455;169;1
Зимбабве;28.10.2021;132880;"";4675;72;"";0
Чехия;16.01.2021;883906;719844;14215;9301;2275;186
Сирия;26.03.2021;18201;12142;1216;155;120;10
Куба;17.04.2021;92474;87061;512;1026;919;12
Швейцария;26.03.2021;592217;317600;10245;2053;0;4
Литва;06.04.2021;221042;201845;3626;686;118;8
Танзания;07.01.2021;509;183;21;0;0;0
Беларусь;16.05.2021;376341;367097;2701;1627;1842;10
Польша;02.02.2021;1520215;1281396;37476;4326;4760;254
Гвинея-Бисау;21.11.2021;6434;"";146;0;"";0
Сьерра-Леоне;17.02.2021;3825;2583;79;0;0;0
Алжир;30.12.2021;218037;"";6271;390;"";8
Афганистан;22.12.2021;157841;"";7341;25;"";6
Латвия;09.11.2021;233698;"";3561;1451;"";46
Micronesia;07.02.2021;1;1;0;0;0;0
Бенин;10.11.2021;24833;"";161;29;"";0
Сингапур;05.04.2021;60495;60214;30;17;12;0
Эфиопия;19.12.2021;376375;"";6866;565;"";5
Сент-Китс и Невис;03.12.2021;2789;"";28;2;"";0
Албания;19.12.2021;205777;"";3166;228;"";5
Фиджи;30.12.2021;53332;"";698;0;"";0
Иран;10.04.2021;2049078;1702062;64232;19666;9057;193
Камбоджа;26.01.2021;460;412;0;0;0;0
Тунис;18.08.2021;632328;"";22304;5578;"";279
Россия;01.04.2021;4503291;4128769;97594;9057;10060;375
Экваториальная Гвинея;09.10.2021;12657;"";154;0;"";0
Сент-Винсент и Гренадины;02.05.2021;1882;1731;11;18;12;0
Гватемала;03.11.2021;602575;"";15222;782;"";43
Иордания;10.12.2021;1003428;"";11917;4936;"";38
Андорра;25.03.2021;11687;11111;114;49;29;0
Босния и Герцеговина;30.06.2021;205022;183306;9665;18;320;2
Молдавия;10.11.2021;349568;"";8253;980;"";60
Бельгия;24.11.2021;1659025;"";26743;23350;"";38
ОАЭ;19.12.2021;744137;"";2151;551;"";0
Руанда;12.11.2021;100082;"";1336;35;"";0
Боливия;30.06.2021;439624;360926;16767;2001;2075;65
Филиппины;17.03.2021;635698;561099;12866;4378;363;18
Маврикий;31.01.2021;568;528;10;0;0;0
Таиланд;11.01.2021;10547;6732;68;249;166;0
ЦАР;28.03.2021;5088;4957;64;0;0;0
Франция;07.01.2021;2784845;204680;66974;21767;1;276
Кувейт;05.05.2021;280536;264094;1610;1451;1512;9
Антигуа и Барбуда;11.06.2021;1263;1214;42;0;0;0
Самоа;07.10.2021;3;"";0;0;"";0
Восточный Тимор;07.03.2021;122;94;0;3;0;0
Ирландия;04.09.2021;355639;"";5112;1703;"";0
Сенегал;17.03.2021;37254;33326;990;192;279;9
Сальвадор;26.08.2021;94060;"";2872;0;"";9
Никарагуа;07.11.2021;13047;"";209;0;"";0
Мозамбик;08.08.2021;132452;"";1613;653;"";13
Бангладеш;30.06.2021;913258;816250;14503;8822;4550;115
Бутан;01.01.2021;689;449;0;19;1;0
Аргентина;12.10.2021;5267339;"";115547;1064;"";56
Бруней;12.08.2021;543;"";3;49;"";0
Кипр;16.02.2021;33137;2057;223;113;0;1
Южный Судан;22.03.2021;9890;8779;106;11;0;0
Кирибати;21.09.2021;2;"";0;0;"";0
ДР Конго;25.10.2021;57453;"";1091;21;"";0
Республика Конго;08.05.2021;11147;8208;148;0;0;0
Южная Корея;27.03.2021;101757;93855;1722;482;380;1
Гана;25.08.2021;115525;"";982;0;"";0
Буркина-Фасо;31.08.2021;13777;"";171;9;"";0
Эквадор;13.12.2021;533588;"";33562;131;"";1
Тринидад и Тобаго;17.05.2021;16549;10370;294;294;162;9
ЮАР;10.06.2021;1722086;1593059;57410;9147;3558;100
Дания;18.06.2021;292029;283662;2529;205;759;0
Руанда;29.11.2021;100344;"";1342;14;"";0
Словения;25.06.2021;257210;251815;4417;46;123;0
Габон;16.07.2021;25260;24973;162;15;9;0
Венгрия;18.04.2021;750508;455029;25184;3706;4238;205
Summer Olympics 2020;16.01.2021;0;0;0;0;0;0
Намибия;28.04.2021;48177;45909;638;166;169;4
Венесуэла;28.01.2021;125364;117447;1171;406;332;6
Перу;12.10.2021;2185355;"";199727;679;"";24
Эстония;21.08.2021;138706;"";1281;218;"";0
Лесото;06.02.2021;9380;2706;183;164;37;3
Коморские острова;21.01.2021;1935;1210;55;2;0;1
Армения;08.11.2021;321243;"";6700;810;"";30
Австрия;30.10.2021;816280;"";13932;5938;"";17
Белиз;15.05.2021;12714;12337;323;0;0;0
Гондурас;13.11.2021;376873;"";10350;32;"";1
Малави;17.05.2021;34216;32241;1153;2;31;0
Барбадос;28.01.2021;1477;1098;11;34;19;0
Испания;21.01.2021;2456675;150376;55041;44357;0;404
Кения;26.09.2021;248461;"";5102;69;"";6
Доминиканская Республика;06.05.2021;269184;230033;3514;623;580;5
Португалия;08.08.2021;986967;"";17467;1982;"";10
Джибути;01.12.2021;13504;"";186;0;"";0
Гренада;31.12.2021;6181;"";200;0;"";0
Казахстан;20.02.2021;256388;231667;3246;804;721;0
Бразилия;15.03.2021;11535178;10195598;279817;44314;82111;1334
Судно "MS Zaandam";13.08.2021;9;"";2;0;"";0
Папуа — Новая Гвинея;06.03.2021;1492;846;16;0;0;0
Ямайка;05.03.2021;24776;14012;443;332;143;7
Северная Македония;01.07.2021;155689;150063;5485;5;86;1
Китай;21.04.2021;112048;97996;4856;18;23;0
Таджикистан;29.05.2021;13714;13218;91;0;0;0
Замбия;06.08.2021;199135;"";3459;680;"";12
Камерун;23.02.2021;33749;31362;523;0;0;0
Канада;28.03.2021;972301;904909;22881;4028;2835;28
Мадагаскар;28.07.2021;42615;41091;942;8;25;1
Финляндия;23.07.2021;102555;46000;993;487;0;0
Сомали;09.05.2021;14415;6191;747;0;0;0
Ирак;06.06.2021;1224992;1142093;16538;3314;4398;20
Мексика;15.11.2021;3845733;"";291147;942;"";58
Израиль;11.05.2021;839000;831686;6378;43;81;0
Мали;15.12.2021;18855;"";634;137;"";1
Багамские острова;19.09.2021;20030;"";504;0;"";0
Румыния;27.03.2021;932179;834162;22997;5869;3892;162
Великобритания;11.05.2021;4455444;15147;127890;2490;59;20
Эритрея;14.03.2021;3038;2631;7;0;0;0
Черногория;23.07.2021;100929;98777;1624;64;16;0
Коста-Рика;18.07.2021;389798;313223;4874;0;0;0
Чад;09.08.2021;4980;"";174;2;"";0
Малайзия;27.10.2021;2448372;"";28674;6148;"";98
Вьетнам;05.04.2021;2637;2416;35;6;33;0
Кот-д’Ивуар;03.10.2021;60424;"";640;48;"";4
Чили;12.06.2021;1468992;1391016;30579;7573;8892;107
Гвинея;03.07.2021;23807;22528;172;0;0;0
Азербайджан;25.05.2021;332894;321677;4877;284;545;10
Marshall Islands;05.11.2021;4;"";0;0;"";0
Афганистан;18.09.2021;154487;"";7186;0;"";0
Латвия;02.12.2021;255402;"";4232;712;"";19
Сан-Томе и Принсипи;13.06.2021;2358;2307;37;1;1;0
Оман;06.11.2021;304329;"";4112;0;"";0
Korea, North;02.02.2021;0;0;0;0;0;0
Ангола;09.08.2021;43747;"";1053;85;"";4
Winter Olympics 2022;09.01.2021;0;0;0;0;0;0
Греция;05.06.2021;408789;93764;12253;932;0;35
Египет;16.07.2021;283567;222315;16431;77;799;6
Кабо-Верде;22.05.2021;29198;26657;256;165;201;2
Сейшельские острова;04.01.2021;296;214;0;12;0;0
Восточный Тимор;02.04.2021;677;216;0;34;24;0
Антигуа и Барбуда;07.07.2021;1265;1222;42;0;0;0
Самоа;11.09.2021;3;"";0;0;"";0
Кувейт;28.08.2021;409363;"";2416;186;"";1
Сенегал;23.03.2021;37958;35179;1020;38;287;4
Ирландия;09.08.2021;313876;"";5044;1411;"";0
Таиланд;17.01.2021;12054;9206;71;374;191;0
Маврикий;22.02.2021;603;556;10;0;0;0
Филиппины;23.03.2021;677653;578461;12992;5861;611;20
Ямайка;14.12.2021;91843;"";2429;41;"";1
Франция;13.01.2021;2888331;211598;69167;23932;1283;229
ЦАР;02.03.2021;5004;4920;63;0;0;0
Аргентина;07.11.2021;5296781;"";116104;593;"";13
Кипр;06.02.2021;32023;2057;211;133;0;2
Бруней;21.05.2021;235;222;3;0;0;0
Мозамбик;13.07.2021;91886;74211;1013;1331;331;17
Сальвадор;20.08.2021;92686;"";2824;270;"";7
Никарагуа;12.10.2021;11739;"";205;0;"";0
Бутан;27.01.2021;856;764;1;0;9;0
Бангладеш;08.06.2021;815282;755302;12913;2322;2062;44
Иран;02.05.2021;2534855;1988165;72484;18698;17101;394
Камбоджа;04.01.2021;382;362;0;0;0;0
Сингапур;27.04.2021;61063;60704;30;12;22;0
Бенин;19.10.2021;24560;"";161;0;"";0
Сент-Китс и Невис;27.11.2021;2779;"";28;2;"";0
Молдавия;19.10.2021;319614;"";7309;1715;"";36
Словакия;24.01.2021;402029;189959;4068;8420;3276;103
Боливия;08.06.2021;392975;311340;15177;5813;4521;153
Россия;25.10.2021;8149946;"";227506;36947;"";1042
Бельгия;30.11.2021;1766035;"";27015;16566;"";49
Сент-Винсент и Гренадины;10.04.2021;1790;1651;10;1;16;0
Экваториальная Гвинея;17.09.2021;11063;"";137;0;"";0
Руанда;14.03.2021;20186;18566;280;43;66;4
Тунис;28.08.2021;658322;"";23182;3524;"";152
Андорра;15.03.2021;11289;10795;113;23;-1;0
Босния и Герцеговина;08.06.2021;204455;176703;9460;45;114;49
Иордания;14.11.2021;889671;"";11215;0;"";0
Гватемала;24.10.2021;595008;"";14700;343;"";45
Сирия;04.03.2021;15815;10123;1050;62;84;5
Чехия;06.01.2021;776967;638183;12436;17332;12293;179
Зимбабве;22.10.2021;132588;"";4663;48;"";1
Ливан;06.08.2021;568505;"";7932;1461;"";6
Сьерра-Леоне;07.02.2021;3785;2466;79;13;14;0
Micronesia;17.02.2021;1;1;0;0;0;0
Литва;28.04.2021;244679;220565;3906;1522;887;18
Латвия;17.03.2021;95420;85465;1789;818;0;12
Швейцария;04.03.2021;561068;317600;10049;1223;0;6
Куба;23.04.2021;99208;92960;569;1241;910;10
Гвинея-Бисау;01.12.2021;6442;"";148;2;"";0
Беларусь;22.05.2021;384773;374854;2761;1471;1463;9
Танзания;13.01.2021;509;183;21;0;0;0
Гаити;19.07.2021;19547;12961;508;173;0;21
Ливия;30.09.2021;340084;"";4651;815;"";15
Лаос;24.01.2021;41;41;0;0;0;0
Суринам;09.09.2021;32189;"";752;295;"";6
Лихтенштейн;03.03.2021;2658;2486;55;5;2;0
Доминика;28.11.2021;5955;"";38;136;"";1
Непал;08.10.2021;800997;"";11210;715;"";10
Саудовская Аравия;31.10.2021;548617;"";8794;46;"";1
Мавритания;08.05.2021;18636;17865;456;23;18;0
Пакистан;03.06.2021;928588;856005;21105;1893;3431;83
Сан-Марино;22.10.2021;5497;"";91;7;"";0
Канада;19.11.2021;1767769;"";29482;2755;"";19
Бурунди;19.08.2021;10198;"";38;0;"";0
Катар;27.06.2021;221692;219333;588;102;131;0
Йемен;06.10.2021;9271;"";1763;37;"";15
Турция;12.01.2021;2346285;2218464;23152;9809;10013;171
Ботсвана;08.10.2021;180438;"";2376;0;"";0
Гвинея;16.07.2021;24385;23495;185;87;17;1
Marshall Islands;14.10.2021;4;"";0;0;"";0
Сан-Томе и Принсипи;05.07.2021;2377;2323;37;1;0;0
Афганистан;30.04.2021;59745;53206;2625;169;103;7
Кот-д’Ивуар;23.09.2021;59558;"";586;150;"";3
Вьетнам;27.04.2021;2857;2516;35;5;0;0
Малайзия;02.11.2021;2481339;"";29045;5071;"";70
Чад;04.09.2021;4995;"";174;0;"";0
Азербайджан;19.05.2021;331040;317609;4814;339;1170;12
Чили;04.07.2021;1569784;1513495;33103;3323;4153;130
Ангола;24.05.2021;32623;27087;731;182;309;6
Греция;21.08.2021;557239;"";13351;3184;"";23
Люксембург;20.02.2021;53782;50386;622;0;0;0
Сейшельские острова;26.01.2021;1069;754;3;36;16;0
Кабо-Верде;16.05.2021;28168;25023;249;217;340;3
Оман;15.10.2021;304025;"";4103;0;"";0
Египет;03.07.2021;281903;213628;16242;181;903;27
Ирак;02.07.2021;1359836;1255203;17256;6378;5082;40
Канада;21.10.2021;1697970;"";28668;2870;"";23
Мадагаскар;13.06.2021;41933;40239;887;39;26;5
Израиль;02.06.2021;839517;832680;6415;6;45;2
Замбия;20.06.2021;129033;108960;1644;2060;3000;49
Мексика;07.12.2021;3902015;"";295313;0;"";0
Уганда;06.01.2021;36702;12494;294;295;107;4
Камерун;01.02.2021;29617;28045;462;0;0;0
Финляндия;29.07.2021;105990;46000;1001;810;0;1
Сомали;01.09.2021;17466;"";977;0;"";0
Черногория;04.07.2021;100327;98424;1615;11;21;1
Великобритания;30.08.2021;6789249;"";132808;26322;"";48
Коста-Рика;24.07.2021;398608;322423;4941;0;0;0
Эритрея;24.03.2021;3183;2962;8;65;97;1
Румыния;05.03.2021;820931;752234;20785;4342;2561;101
Багамские острова;29.09.2021;20984;"";531;142;"";8
Доминиканская Республика;01.06.2021;294021;241806;3634;1235;210;6
Парагвай;22.12.2021;464793;"";16588;0;"";0
Малави;09.09.2021;60995;"";2229;30;"";0
Австрия;20.10.2021;776974;"";13748;2727;"";11
Армения;13.10.2021;275077;"";5646;1217;"";28
Кения;20.09.2021;246643;"";4995;113;"";6
Барбадос;02.01.2021;395;319;7;0;0;0
Белиз;21.05.2021;12764;12358;323;3;9;0
Гондурас;09.12.2021;378423;"";10415;172;"";3
Португалия;18.06.2021;862926;818440;17061;1298;686;4
Таджикистан;07.05.2021;13714;13218;91;0;0;0
Судан;22.12.2021;46037;"";3298;136;"";2
Китай;11.04.2021;111644;97771;4854;52;22;1
Северная Македония;09.06.2021;155469;149551;5467;28;23;5
Бразилия;25.03.2021;12336604;10808499;304044;98261;58368;2654
Гренада;25.12.2021;5956;"";200;8;"";0
Казахстан;10.02.2021;247533;219044;3185;1059;1769;0
Джибути;21.11.2021;13501;"";186;0;"";0
Ямайка;28.10.2021;88666;"";2199;136;"";7
Папуа — Новая Гвинея;01.04.2021;6112;846;60;121;0;0
Судно "MS Zaandam";08.09.2021;9;"";2;0;"";0
Дания;28.06.2021;293916;288368;2534;151;226;1
ЮАР;06.07.2021;2090909;1845038;62628;15500;17217;457
Тринидад и Тобаго;27.05.2021;21987;12625;440;526;299;15
Эквадор;17.11.2021;522783;"";33106;391;"";8
Буркина-Фасо;21.08.2021;13699;"";171;4;"";0
Монголия;30.12.2021;692028;"";1985;242;"";4
Габон;26.07.2021;25344;25113;163;19;32;0
Россия;15.11.2021;8956136;"";251796;37210;"";1187
Словения;15.06.2021;256581;249642;4408;114;321;2
ДР Конго;04.11.2021;57587;"";1098;5;"";0
Кирибати;27.09.2021;2;"";0;0;"";0
Южный Судан;16.03.2021;9613;7906;106;59;0;2
Гана;19.08.2021;112928;"";945;550;"";0
Республика Конго;30.05.2021;11658;8208;153;0;0;0
Южная Корея;05.03.2021;92055;82913;1632;417;353;5
Эстония;31.08.2021;141956;"";1292;357;"";1
Нигерия;27.12.2021;238420;"";3024;859;"";2
Венесуэла;02.01.2021;114083;108086;1032;199;185;2
Намибия;06.04.2021;45008;42641;542;122;283;4
Венгрия;24.04.2021;767190;478323;26420;2796;4176;212
Перу;07.11.2021;2207550;"";200430;994;"";21
Бурунди;13.06.2021;5013;773;8;18;0;0
Катар;02.09.2021;233087;"";602;177;"";0
Ботсвана;19.03.2021;35493;31128;458;0;0;0
Йемен;25.03.2021;3816;1580;810;113;3;10
Непал;19.03.2021;275750;271733;3016;125;123;1
Саудовская Аравия;03.05.2021;420301;403702;6992;953;1038;13
Лихтенштейн;22.09.2021;3544;"";58;7;"";0
Германия;20.11.2021;5312215;"";98987;63924;"";248
Гаити;11.05.2021;13179;12304;264;15;0;1
Италия;04.07.2021;4263317;4091004;127649;806;1706;12
Ливия;27.03.2021;156116;143697;2602;0;0;0
Суринам;24.06.2021;20723;15943;490;174;212;8
Сан-Марино;10.04.2021;4944;4477;85;12;58;0
Узбекистан;19.12.2021;197074;"";1458;174;"";2
Пакистан;24.07.2021;1004694;925958;23016;4660;2486;77
Индия;24.01.2021;10667736;10330084;153470;13203;13298;131
Бруней;11.02.2021;183;175;3;1;0;0
Австралия;12.02.2021;28892;22854;909;5;4;0
Беларусь;05.08.2021;450445;"";3503;1143;"";9
Швейцария;25.09.2021;833385;"";11043;0;"";1
Куба;06.11.2021;955498;"";8261;550;"";4
Гамбия;28.09.2021;9930;"";335;0;"";0
Литва;01.11.2021;413028;"";5925;2219;"";37
Мальдивы;07.01.2021;13988;13238;49;21;13;1
Нидерланды;18.03.2021;1203420;15156;16332;7588;35;34
Сирия;25.09.2021;32580;"";2198;442;"";11
Зимбабве;10.04.2021;37273;34862;1538;126;31;3
Ливан;21.05.2021;537887;507424;7664;450;2076;6
Вануату;01.12.2021;6;"";1;0;"";0
Либерия;11.12.2021;5835;"";287;0;"";0
Боливия;24.08.2021;487721;"";18330;590;"";17
Молдавия;13.04.2021;242364;225036;5438;544;1214;29
Гватемала;04.04.2021;195471;179988;6891;232;590;7
Андорра;10.09.2021;15083;"";130;5;"";0
Босния и Герцеговина;24.08.2021;210442;"";9750;533;"";10
Тунис;06.07.2021;455091;369632;15601;7930;5094;119
Сент-Винсент и Гренадины;22.10.2021;4814;"";60;28;"";4
Экваториальная Гвинея;12.03.2021;6456;5839;98;0;0;0
Иран;28.10.2021;5899509;"";125875;11409;"";159
