"Страна";"Дата";"Заражений";"Выздоровлений";"Смертей";"Заражений за день";"Выздоровлений за день";"Смертей за день"
Коста-Рика;18.10.2021;552953;"";6857;1809;"";60
Коморские острова;18.11.2021;4437;"";149;28;"";0
Люксембург;13.12.2021;94300;"";895;871;"";5
Судан;29.01.2021;29291;21155;1798;225;0;0
Финляндия;15.10.2021;150743;"";1181;558;"";4
Япония;30.06.2021;799583;766460;14783;1820;1703;41
Ирак;14.03.2021;758184;685770;13751;3866;3942;32
Джибути;12.01.2021;5879;5801;61;2;12;0
Польша;18.03.2021;1984248;1603832;48388;27274;10667;356
Гренада;11.02.2021;148;146;1;0;0;0
Казахстан;26.12.2021;1070215;"";18160;351;"";0
Израиль;13.04.2021;836334;826768;6309;176;274;5
Камбоджа;13.11.2021;119481;"";2861;60;"";5
Турция;22.12.2021;9228835;"";80957;19095;"";179
Куба;07.05.2021;113876;107476;713;1162;1067;12
Швейцария;26.06.2021;702507;317600;10771;0;0;0
Литва;20.05.2021;269005;244352;4160;925;1226;16
Монако;28.07.2021;2833;2674;33;19;22;0
Фиджи;16.02.2021;56;54;2;0;0;0
Беларусь;10.04.2021;334863;325108;2344;1433;1360;10
Эфиопия;23.02.2021;154257;133051;2305;716;1338;12
Сент-Китс и Невис;06.01.2021;33;31;0;0;0;0
Уганда;24.09.2021;122903;"";3140;312;"";3
Албания;23.02.2021;102306;65403;1696;1021;1085;15
Канада;12.02.2021;824345;767170;21163;3310;3191;74
Бельгия;19.01.2021;681250;0;20554;1479;0;82
ОАЭ;23.02.2021;375535;366567;1145;3005;3515;5
Словакия;11.12.2021;1280370;"";15304;7379;"";68
Ливан;23.10.2021;637312;"";8449;627;"";4
Зимбабве;05.08.2021;114489;"";3754;963;"";43
Иордания;03.01.2021;298208;276485;3903;1540;2499;26
Сирия;26.06.2021;25365;21791;1864;37;8;2
Грузия;30.07.2021;416338;381246;5793;2712;1561;25
Мьянма;14.06.2021;145826;132969;3248;223;41;4
Ботсвана;19.08.2021;146461;"";2081;4081;"";38
Йемен;21.08.2021;7487;"";1416;33;"";1
Франция;06.12.2021;8032613;"";120711;11635;"";195
Катар;05.03.2021;166015;155407;261;469;337;1
Бурунди;08.10.2021;19041;"";38;69;"";0
Таиланд;02.12.2021;2125729;"";20847;4971;"";33
Кипр;30.12.2021;161779;"";636;3851;"";1
Сан-Марино;05.08.2021;5179;"";90;1;"";0
Пакистан;14.04.2021;739818;646652;15872;5395;4740;118
Гайана;04.09.2021;26295;"";640;183;"";4
Korea, North;18.03.2021;0;0;0;0;0;0
Лихтенштейн;29.06.2021;3128;2959;58;1;0;0
Бутан;08.12.2021;2642;"";3;1;"";0
Гаити;10.11.2021;24233;"";702;0;"";0
Ливия;11.08.2021;274453;"";3811;2472;"";30
Люксембург;29.10.2021;81683;"";843;182;"";0
Суринам;19.09.2021;36746;"";803;0;"";0
Саудовская Аравия;13.07.2021;503734;484883;8006;1295;946;14
Непал;19.08.2021;742228;"";10429;2321;"";33
Winter Olympics 2022;27.04.2021;0;0;0;0;0;0
Сальвадор;09.10.2021;107664;"";3368;0;"";11
Никарагуа;30.07.2021;7592;4225;195;0;0;0
Мозамбик;31.10.2021;151292;"";1930;22;"";0
Antarctica;17.11.2021;0;"";0;0;"";0
Доминика;05.01.2021;88;83;0;0;0;0
Лаос;11.12.2021;88046;"";236;1898;"";5
Бангладеш;22.03.2021;573687;523859;8720;2809;1754;30
Аргентина;20.07.2021;4784219;4420995;102381;15077;13180;426
Филиппины;09.06.2021;1286217;1210027;22190;5444;7770;126
Лесото;30.03.2021;10686;4471;315;0;0;0
ЦАР;28.06.2021;7141;6859;98;2;0;0
Сербия;17.09.2021;853686;"";7698;7572;"";34
Восточный Тимор;15.06.2021;8412;7039;19;71;206;0
Антигуа и Барбуда;11.03.2021;882;489;23;0;0;0
Самоа;01.09.2021;3;"";0;0;"";0
Summer Olympics 2020;10.04.2021;0;0;0;0;0;0
Сенегал;09.06.2021;41796;40365;1150;71;42;0
Ирландия;02.10.2021;392575;"";5249;1586;"";0
Тунис;15.09.2021;696279;"";24337;873;"";63
Узбекистан;23.06.2021;107266;103074;722;419;528;2
Экваториальная Гвинея;26.08.2021;9173;"";123;0;"";0
Сент-Винсент и Гренадины;22.05.2021;1973;1827;12;11;18;0
Гватемала;03.08.2021;373047;328765;10483;2789;2761;35
Андорра;03.07.2021;13918;13721;127;0;0;0
Босния и Герцеговина;22.03.2021;154627;125343;5938;3290;1690;165
Чехия;27.11.2021;2110274;"";32744;20417;"";101
Молдавия;25.07.2021;258624;251489;6243;43;52;1
Боливия;22.03.2021;265207;212691;12074;573;585;14
Италия;24.12.2021;5567644;"";136386;50590;"";141
Бенин;25.07.2021;8324;8125;107;0;0;0
Ямайка;21.02.2021;21382;12931;396;458;48;5
Сингапур;19.05.2021;61689;61183;31;38;49;0
Сьерра-Леоне;29.12.2021;6891;"";123;72;"";0
Алжир;16.02.2021;111069;76330;2945;175;162;2
Иран;16.05.2021;2751166;2226122;76936;11291;15271;303
Танзания;06.12.2021;26270;"";730;0;"";0
Гвинея-Бисау;18.01.2021;2509;2405;45;0;0;0
Сейшельские острова;18.09.2021;20593;"";106;0;"";0
Гана;27.11.2021;130920;"";1209;0;"";0
Эквадор;09.08.2021;492265;"";31816;81;"";21
Монголия;19.07.2021;149733;134101;637;2480;0;4
Буркина-Фасо;21.11.2021;15514;"";265;0;"";0
Кувейт;23.05.2021;299215;285118;1734;992;1166;10
Оман;20.02.2021;138494;130084;1549;0;0;0
Бруней;26.08.2021;2159;"";6;0;"";0
Исландия;17.05.2021;6548;6456;29;11;11;0
Папский Престол;21.03.2021;27;15;0;0;0;0
Marshall Islands;21.02.2021;4;4;0;0;0;0
Нигерия;16.07.2021;169206;164666;2126;132;4;0
Соломоновы острова;06.04.2021;19;18;0;0;0;0
Эстония;01.12.2021;223171;"";1803;587;"";3
Норвегия;11.03.2021;78041;17998;639;872;0;7
Кот-д’Ивуар;21.01.2021;25751;24119;142;154;252;0
США;26.06.2021;33738952;"";599833;9369;"";157
Малайзия;29.01.2021;203933;157721;733;5725;3423;16
Уругвай;24.03.2021;87812;71588;843;1805;1216;16
Сент-Люсия;21.05.2021;4935;4617;77;12;11;0
Гондурас;08.09.2021;348894;"";9224;1383;"";45
Парагвай;11.07.2021;437719;393333;13918;1095;1652;51
Марокко;09.04.2021;500948;487414;8885;625;501;12
Багамские острова;03.01.2021;7914;6239;175;27;0;4
Джибути;21.08.2021;11690;"";157;0;"";0
Гренада;22.07.2021;164;161;1;0;0;0
Колумбия;18.05.2021;3144547;2947661;82291;13137;16381;482
Руанда;25.10.2021;99431;"";1320;57;"";0
Киргизия;07.03.2021;86550;83530;1471;44;46;0
Судно "MS Zaandam";09.12.2021;9;"";2;0;"";0
Россия;14.03.2021;4341381;3949891;90558;9985;9147;389
Камерун;03.11.2021;104348;"";1731;1849;"";45
Судан;11.07.2021;36805;30647;2760;0;0;0
Косово и Метохия;15.06.2021;107175;104772;2255;0;0;0
Хорватия;09.06.2021;358061;348628;8103;275;159;7
Финляндия;01.01.2022;277700;"";1728;6871;"";14
Мали;07.08.2021;14637;"";534;4;"";0
Казахстан;06.11.2021;1028928;"";17263;1494;"";0
Мексика;06.09.2021;3433511;"";263470;5127;"";330
Болгария;19.04.2021;388815;310922;15412;2434;4244;217
Западный берег реки Иордан;22.06.2021;313015;306532;3555;204;220;1
Судно "Diamond Princess";22.05.2021;712;699;13;0;0;0
Латвия;26.10.2021;205577;"";3076;2117;"";27
Кения;28.01.2021;100422;83757;1753;99;66;2
Барбадос;26.09.2021;7576;"";67;175;"";3
Армения;18.02.2021;169820;161577;3156;223;101;1
Испания;03.10.2021;4961128;"";86463;0;"";0
Австрия;27.02.2021;450150;428904;10407;1889;1647;28
Коморские острова;03.10.2021;4155;"";147;8;"";0
Польша;20.02.2021;1631727;1372326;42077;8509;7110;254
Мавритания;11.08.2021;29004;"";620;280;"";4
Индонезия;04.04.2021;1534255;1375877;41669;6731;9663;427
Шри-Ланка;28.06.2021;255508;221249;2985;1890;2251;41
Чад;13.12.2021;5703;"";181;0;"";0
Панама;19.01.2021;301534;243157;4864;2173;2029;36
Перу;13.02.2021;1220748;1130923;111945;8439;0;736
Венесуэла;26.09.2021;362040;"";4395;0;"";0
Палау;17.03.2021;0;0;0;0;0;0
ДР Конго;31.01.2021;22771;15031;671;167;0;0
Кирибати;01.01.2021;0;0;0;0;0;0
Швеция;18.02.2021;627022;0;12598;4920;0;29
Кипр;10.11.2021;126497;"";577;266;"";0
Афганистан;06.10.2021;155380;"";7220;71;"";6
Латвия;14.11.2021;240340;"";3762;765;"";28
Аргентина;13.02.2021;2021553;1820965;50188;6057;6805;159
Эсватини;07.04.2021;17365;16631;669;7;8;0
Германия;20.06.2021;3721981;3604050;90385;842;1900;16
Гаити;30.12.2021;25985;"";766;0;"";0
Бутан;21.09.2021;2599;"";3;2;"";0
Суринам;10.12.2021;51167;"";1176;18;"";0
Доминика;20.08.2021;953;"";0;0;"";0
Никарагуа;19.02.2021;5106;4225;172;0;0;0
Гвинея;15.06.2021;23398;21488;167;0;0;0
Тонга;22.03.2021;0;0;0;0;0;0
Украина;29.04.2021;2113880;1685659;45607;11750;18570;396
Египет;03.08.2021;284415;232060;16540;53;801;5
Бахрейн;22.03.2021;136741;129242;502;759;808;2
Самоа;17.01.2021;2;2;0;0;0;0
Франция;15.09.2021;7007819;"";116470;383;"";16
Korea, North;20.02.2021;0;0;0;0;0;0
Winter Olympics 2022;27.01.2021;0;0;0;0;0;0
Ангола;27.08.2021;46929;"";1186;203;"";4
Бурунди;27.11.2021;20386;"";38;0;"";0
Маврикий;25.10.2021;17285;"";153;95;"";0
Греция;18.05.2021;381266;93764;11534;2781;0;63
Таиланд;11.09.2021;1368144;"";14173;15191;"";253
Сомали;27.05.2021;14647;6717;768;15;32;1
Либерия;27.06.2021;3529;2274;113;0;0;0
Вануату;03.07.2021;4;3;1;0;0;0
Молдавия;16.02.2021;171514;158619;3678;965;614;17
Словакия;24.09.2021;796411;"";12594;1125;"";2
Замбия;23.07.2021;190615;179171;3221;884;1752;25
Гватемала;23.02.2021;172072;159206;6315;783;705;9
Экваториальная Гвинея;15.01.2021;5316;5169;86;0;0;0
Канада;10.03.2021;901124;849784;22336;3210;2853;31
Мадагаскар;14.07.2021;42462;40845;933;0;0;0
Камбоджа;28.09.2021;110792;"";2287;866;"";26
Гвинея-Бисау;31.08.2021;5799;"";119;33;"";2
Великобритания;25.05.2021;4483175;15453;128001;2418;8;15
Алжир;25.07.2021;162155;110577;4063;1287;626;21
Бенин;16.02.2021;5039;3960;62;0;0;0
Черногория;06.08.2021;103158;"";1635;279;"";0
Австралия;25.04.2021;29680;23209;910;17;14;0
Micronesia;18.10.2021;1;"";0;0;"";0
Португалия;21.07.2021;939622;870243;17232;4376;2703;13
Албания;03.08.2021;133211;130291;2457;65;35;0
Эфиопия;03.08.2021;281300;263885;4395;467;191;4
Сьерра-Леоне;09.11.2021;6398;"";121;0;"";0
Сент-Китс и Невис;19.08.2021;742;"";3;34;"";0
Фиджи;25.07.2021;23139;5928;186;626;242;9
Танзания;15.09.2021;1367;"";50;0;"";0
Малави;04.06.2021;34371;32649;1156;6;8;0
Ямайка;19.03.2021;33970;15810;519;604;195;8
Мальдивы;20.03.2021;22373;19897;65;81;124;0
Тунис;06.12.2021;718443;"";25401;0;"";0
Иордания;14.08.2021;782210;"";10203;658;"";16
Чехия;08.10.2021;1698061;"";30496;997;"";3
Зимбабве;01.03.2021;36115;32905;1468;26;239;5
Бельгия;30.08.2021;1182810;"";25374;4901;"";14
ОАЭ;03.08.2021;685462;662660;1960;1548;1504;4
Руанда;15.11.2021;100148;"";1338;12;"";0
Йемен;12.01.2021;2107;1416;612;2;0;0
Ботсвана;06.01.2021;15440;12481;45;0;0;0
Ирландия;17.11.2021;511045;"";5609;3632;"";43
Antarctica;02.10.2021;0;"";0;0;"";0
Сальвадор;28.11.2021;119803;"";3771;884;"";2
Саудовская Аравия;04.02.2021;369248;360697;6389;303;297;3
Непал;06.01.2021;263193;256161;1899;409;495;6
Мозамбик;16.12.2021;156729;"";1948;1234;"";2
Новая Зеландия;25.05.2021;2670;2621;28;0;0;0
Лаос;24.09.2021;21080;"";16;434;"";0
Лесото;24.02.2021;10467;3418;291;0;0;0
Нигер;31.05.2021;5410;5083;192;0;0;0
Сан-Марино;01.03.2021;3716;3276;74;0;19;0
Того;13.05.2021;13238;11834;125;28;27;0
Индия;05.03.2021;11192045;10854126;157656;18284;14232;108
Перу;19.02.2021;1261804;1163153;116299;9667;6745;864
Палау;23.03.2021;0;0;0;0;0;0
Мавритания;22.05.2021;19114;18249;458;65;18;0
Венесуэла;20.09.2021;356262;"";4311;2023;"";20
Чад;17.11.2021;5107;"";175;0;"";0
Шри-Ланка;18.06.2021;235413;197259;2480;2349;1825;55
Индонезия;30.04.2021;1668368;1522634;45521;5500;5202;187
Кирибати;27.01.2021;0;0;0;0;0;0
ДР Конго;22.02.2021;25144;16135;700;64;0;0
Турция;26.01.2021;2442350;2322511;25344;7103;8108;134
Канада;03.12.2021;1808630;"";29758;3636;"";20
Мексика;15.08.2021;3091971;"";248167;0;"";0
Казахстан;15.10.2021;992488;"";16618;2027;"";35
Мали;12.07.2021;14476;10405;528;13;303;0
Хорватия;01.07.2021;359975;351241;8209;103;71;3
Финляндия;26.12.2021;239288;"";1647;2673;"";4
Барбадос;20.09.2021;6631;"";59;104;"";1
Испания;23.09.2021;4943855;"";86185;3031;"";100
Латвия;31.03.2021;102363;93631;1899;630;806;6
Кения;02.01.2021;96678;79012;1685;64;210;4
Коста-Рика;29.12.2021;570556;"";7353;0;"";0
Коморские острова;23.09.2021;4112;"";147;2;"";0
Австрия;05.02.2021;415900;399329;9642;1520;1419;36
Армения;12.02.2021;168830;160838;3138;154;168;3
Судно "Diamond Princess";16.05.2021;712;699;13;0;0;0
Болгария;13.04.2021;378059;293351;14746;2944;3995;127
Западный берег реки Иордан;16.06.2021;312164;304777;3544;216;387;2
Марокко;01.05.2021;511562;498131;9026;313;510;3
Парагвай;02.08.2021;453031;422050;15086;333;999;44
Багамские острова;25.01.2021;8133;6720;175;32;0;0
Сент-Люсия;15.05.2021;4818;4516;75;30;5;0
Гондурас;13.08.2021;316235;"";8373;4043;"";63
Руанда;01.04.2021;21918;20308;308;135;126;1
Косово и Метохия;25.06.2021;107299;105064;2260;0;0;0
Камерун;24.10.2021;100289;"";1600;0;"";0
Гренада;28.07.2021;164;161;1;0;0;0
Судан;02.08.2021;37138;30647;2776;0;0;0
Джибути;31.08.2021;11750;"";157;3;"";0
Киргизия;02.04.2021;88700;84979;1500;162;82;0
Судно "MS Zaandam";13.11.2021;9;"";2;0;"";0
Колумбия;28.05.2021;3342567;3121888;87207;23374;20498;514
Россия;12.11.2021;8843238;"";248203;38941;"";1203
Буркина-Фасо;01.12.2021;16000;"";286;0;"";0
Монголия;25.07.2021;156725;154172;680;1501;4639;5
Эквадор;04.09.2021;503767;"";32351;253;"";17
Оман;10.02.2021;136377;128255;1537;190;166;1
Габон;27.12.2021;39910;"";288;1871;"";2
Ямайка;26.11.2021;91026;"";2376;65;"";9
Кувейт;10.08.2021;404463;"";2375;595;"";3
Сейшельские острова;28.09.2021;21374;"";110;0;"";0
Гана;03.12.2021;130920;"";1209;0;"";0
Бруней;07.05.2021;229;218;3;1;0;0
Эстония;21.11.2021;217381;"";1735;837;"";7
Нигерия;26.07.2021;171324;164798;2134;213;9;2
Соломоновы острова;28.04.2021;20;20;0;0;1;0
Уругвай;14.03.2021;71691;60517;712;1558;978;14
Малайзия;24.02.2021;291774;260008;1093;3545;3331;12
США;20.06.2021;33656493;"";597802;4953;"";75
Норвегия;21.03.2021;86939;17998;648;577;0;0
Италия;16.01.2021;2368733;1729216;81800;16310;16186;475
Папский Престол;11.03.2021;27;15;0;0;0;0
Marshall Islands;11.02.2021;4;4;0;0;0;0
Исландия;27.05.2021;6564;6476;30;4;0;0
Ботсвана;16.01.2021;17365;13519;71;0;0;0
Йемен;18.01.2021;2113;1421;612;1;2;0
Ирландия;13.12.2021;628306;"";5788;4683;"";0
Россия;29.11.2021;9436650;"";268705;33170;"";1178
Сан-Марино;03.02.2021;3094;2773;68;28;21;1
Сербия;15.01.2021;369823;0;3708;1751;0;21
Индия;27.03.2021;11971624;11323762;161552;62714;28739;312
Того;23.05.2021;13374;12278;125;11;56;0
Непал;16.01.2021;267056;261044;1954;240;477;6
Сальвадор;04.12.2021;119803;"";3781;0;"";0
Antarctica;22.09.2021;0;"";0;0;"";0
Саудовская Аравия;26.02.2021;376723;367691;6483;346;368;3
Нигер;05.05.2021;5286;4870;192;0;0;0
Лаос;30.09.2021;23846;"";18;358;"";1
Ливия;24.01.2021;113688;92250;1763;1148;1298;26
Новая Зеландия;19.05.2021;2659;2609;28;1;1;0
Танзания;11.10.2021;25957;"";723;0;"";0
Фиджи;19.07.2021;18298;3890;113;784;125;15
Португалия;06.07.2021;892741;837135;17118;2170;2511;1
Малави;22.08.2021;59471;"";2074;72;"";15
Австралия;15.04.2021;29484;23114;910;15;6;0
Micronesia;09.11.2021;1;"";0;0;"";0
Сент-Китс и Невис;25.08.2021;929;"";3;46;"";0
Эфиопия;08.07.2021;276799;261817;4341;116;68;3
Сьерра-Леоне;18.10.2021;6397;"";121;1;"";0
Албания;08.07.2021;132565;130037;2456;8;2;0
Зимбабве;03.02.2021;33964;27391;1269;150;597;15
Чехия;16.09.2021;1684881;"";30422;524;"";5
Ямайка;14.10.2021;86722;"";2059;215;"";6
Бельгия;24.08.2021;1170213;"";25342;1611;"";1
ОАЭ;08.07.2021;645653;623826;1849;1539;1525;2
Мальдивы;10.03.2021;21144;18534;64;110;106;0
Тунис;26.11.2021;716988;"";25362;127;"";5
Иордания;09.09.2021;804326;"";10501;0;"";0
Гватемала;01.02.2021;159632;145165;5673;128;570;30
Сомали;14.08.2021;16265;"";878;70;"";8
Экваториальная Гвинея;05.01.2021;5279;5143;86;0;0;0
Вануату;07.06.2021;4;3;1;0;0;0
Либерия;21.06.2021;2995;2169;95;228;64;0
Канада;08.11.2021;1739955;"";29194;4520;"";43
Мадагаскар;27.06.2021;42194;40569;906;0;0;0
Словакия;30.09.2021;804372;"";12637;1783;"";17
Ливан;18.12.2021;699464;"";8924;1690;"";12
Замбия;04.07.2021;164282;143128;2443;1795;2248;46
Молдавия;06.02.2021;164243;153196;3530;843;644;15
Уганда;24.01.2021;39149;13861;317;105;0;0
Алжир;19.07.2021;154486;106337;3956;1177;733;18
Бенин;06.02.2021;4193;3563;55;0;0;0
Камбоджа;18.09.2021;103482;"";2096;648;"";7
Черногория;20.06.2021;100075;98167;1605;20;20;0
Великобритания;16.08.2021;6325482;"";131296;28303;"";27
Гвинея-Бисау;21.08.2021;5496;"";99;80;"";0
Афганистан;12.04.2021;57242;52005;2529;82;16;8
Бутан;27.09.2021;2599;"";3;0;"";0
Германия;26.06.2021;3726172;3618510;90746;592;1040;68
Суринам;14.11.2021;50046;"";1136;33;"";3
Украина;03.04.2021;1783169;1390431;35729;20456;9268;403
Никарагуа;13.02.2021;5064;4225;171;0;0;0
